doc_id	paragraph_id	sentence_id	sentence	token_id	token	lemma	upos	misc	start	end
doc1	2	5	Op dizze pagina wordt de noam ” Frais ” aanholden .	11	.	.	PUNCT	SpacesAfter=\s\n	452	452
doc1	2	6	Frais is naauw verbonden aan baaide aandere Fraise toalen , t Selterfrais en t Noordfrais .	1	Frais	Frais	ADV		455	459
doc1	2	6	Frais is naauw verbonden aan baaide aandere Fraise toalen , t Selterfrais en t Noordfrais .	2	is	zijn	AUX		461	462
doc1	2	6	Frais is naauw verbonden aan baaide aandere Fraise toalen , t Selterfrais en t Noordfrais .	3	naauw	nauw	ADJ		464	468
doc1	2	6	Frais is naauw verbonden aan baaide aandere Fraise toalen , t Selterfrais en t Noordfrais .	4	verbonden	verbinden	VERB		470	478
doc1	2	6	Frais is naauw verbonden aan baaide aandere Fraise toalen , t Selterfrais en t Noordfrais .	5	aan	aan	ADP		480	482
doc1	2	6	Frais is naauw verbonden aan baaide aandere Fraise toalen , t Selterfrais en t Noordfrais .	6	baaide	beide	DET		484	489
doc1	2	6	Frais is naauw verbonden aan baaide aandere Fraise toalen , t Selterfrais en t Noordfrais .	7	aandere	ander	ADJ		491	497
doc1	2	6	Frais is naauw verbonden aan baaide aandere Fraise toalen , t Selterfrais en t Noordfrais .	8	Fraise	Frees	ADJ		499	504
doc1	2	6	Frais is naauw verbonden aan baaide aandere Fraise toalen , t Selterfrais en t Noordfrais .	9	toalen	taal	NOUN		506	511
doc1	2	6	Frais is naauw verbonden aan baaide aandere Fraise toalen , t Selterfrais en t Noordfrais .	10	,	,	PUNCT	SpacesAfter=\s\s	512	512
doc1	2	6	Frais is naauw verbonden aan baaide aandere Fraise toalen , t Selterfrais en t Noordfrais .	11	t	het	DET		514	514
doc1	2	6	Frais is naauw verbonden aan baaide aandere Fraise toalen , t Selterfrais en t Noordfrais .	12	Selterfrais	Selterfrais	NOUN		516	526
doc1	2	6	Frais is naauw verbonden aan baaide aandere Fraise toalen , t Selterfrais en t Noordfrais .	13	en	en	CCONJ		528	529
doc1	2	6	Frais is naauw verbonden aan baaide aandere Fraise toalen , t Selterfrais en t Noordfrais .	14	t	het	DET		531	531
doc1	2	6	Frais is naauw verbonden aan baaide aandere Fraise toalen , t Selterfrais en t Noordfrais .	15	Noordfrais	Noordfrais	PROPN		533	542
doc1	2	6	Frais is naauw verbonden aan baaide aandere Fraise toalen , t Selterfrais en t Noordfrais .	16	.	.	PUNCT	SpacesAfter=\s\n	543	543
doc1	2	7	Wieder is Frais van oorsprong ook naauw verbonden aan t Oldengels , Engels en Skots .	1	Wieder	verder	ADJ		546	551
doc1	2	7	Wieder is Frais van oorsprong ook naauw verbonden aan t Oldengels , Engels en Skots .	2	is	zijn	AUX		553	554
doc1	2	7	Wieder is Frais van oorsprong ook naauw verbonden aan t Oldengels , Engels en Skots .	3	Frais	Frais	PROPN		556	560
doc1	2	7	Wieder is Frais van oorsprong ook naauw verbonden aan t Oldengels , Engels en Skots .	4	van	van	ADP		562	564
doc1	2	7	Wieder is Frais van oorsprong ook naauw verbonden aan t Oldengels , Engels en Skots .	5	oorsprong	oorsprong	NOUN		566	574
doc1	2	7	Wieder is Frais van oorsprong ook naauw verbonden aan t Oldengels , Engels en Skots .	6	ook	ook	ADV		576	578
doc1	2	7	Wieder is Frais van oorsprong ook naauw verbonden aan t Oldengels , Engels en Skots .	7	naauw	nauw	ADJ		580	584
doc1	2	7	Wieder is Frais van oorsprong ook naauw verbonden aan t Oldengels , Engels en Skots .	8	verbonden	verbinden	VERB		586	594
doc1	2	7	Wieder is Frais van oorsprong ook naauw verbonden aan t Oldengels , Engels en Skots .	9	aan	aan	ADP		596	598
doc1	2	7	Wieder is Frais van oorsprong ook naauw verbonden aan t Oldengels , Engels en Skots .	10	t	het	DET		600	600
doc1	2	7	Wieder is Frais van oorsprong ook naauw verbonden aan t Oldengels , Engels en Skots .	11	Oldengels	Oldengels	PROPN		602	610
doc1	2	7	Wieder is Frais van oorsprong ook naauw verbonden aan t Oldengels , Engels en Skots .	12	,	,	PUNCT	SpacesAfter=\s\s	611	611
doc1	2	7	Wieder is Frais van oorsprong ook naauw verbonden aan t Oldengels , Engels en Skots .	13	Engels	Engels	PROPN		613	618
doc1	2	7	Wieder is Frais van oorsprong ook naauw verbonden aan t Oldengels , Engels en Skots .	14	en	en	CCONJ		620	621
doc1	2	7	Wieder is Frais van oorsprong ook naauw verbonden aan t Oldengels , Engels en Skots .	15	Skots	Skots	PROPN		623	627
doc1	2	7	Wieder is Frais van oorsprong ook naauw verbonden aan t Oldengels , Engels en Skots .	16	.	.	PUNCT	SpacesAfter=\s\n	628	628
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	1	Deur	door	ADP		631	634
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	2	aivenlaange	aivenlaange	ADJ		636	646
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	3	oafzönderlke	oafzönderlijk	NOUN		648	659
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	4	ontwikkeln	ontwikkelen	VERB		661	670
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	5	-	-	PUNCT		672	672
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	6	zowel	zowel	PRON		674	678
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	7	dij	die	PRON		680	682
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	8	van	van	ADP		684	686
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	9	de	de	DET		688	689
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	10	Angelsaksische	Angelsaksische	PROPN		691	704
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	11	toalen	taal	NOUN		706	711
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	12	op	op	ADP		713	714
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	13	Britse	Brits	PROPN		716	721
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	14	Aailanden	Aailanden	PROPN		723	731
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	15	,	,	PUNCT	SpacesAfter=\s\s	732	732
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	16	as	als	SCONJ		734	735
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	17	dij	die	PRON		737	739
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	18	van	van	ADP		741	743
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	19	Frais	Frais	PROPN		745	749
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	20	op	op	ADP		751	752
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	21	kontinìnt	kontinìnt	NOUN		754	762
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	22	-	-	PUNCT		764	764
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	23	het	hebben	AUX		766	768
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	24	t	het	PRON		770	770
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	25	tegenswoordege	tegenswoordig	ADP		772	785
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	26	Frais	Frais	PROPN		787	791
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	27	aigelks	eegels	ADV		793	799
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	28	meer	veel	ADV		801	804
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	29	gemain	gemeen	ADJ		806	811
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	30	mit	met	ADP		813	815
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	31	Nederlaands	Nederlaands	PROPN		817	827
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	32	as	als	SCONJ		829	830
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	33	mit	met	ADP		832	834
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	34	Engels	Engels	PROPN		836	841
doc1	2	8	Deur aivenlaange oafzönderlke ontwikkeln - zowel dij van de Angelsaksische toalen op Britse Aailanden , as dij van Frais op kontinìnt - het t tegenswoordege Frais aigelks meer gemain mit Nederlaands as mit Engels .	35	.	.	PUNCT	SpacesAfter=\s\n	842	842
doc1	2	9	Frais wordt proat op vastelaand van de Nederlaandse provìnzie Fraislaand , mit oetzöndern van de Stellenwaarven in zuudoosten , oostelk Kölmerlaand in noordoosten en t Bilt ( olle monden van Middelzee ) in noorden .	1	Frais	Frais	ADV		845	849
doc1	2	9	Frais wordt proat op vastelaand van de Nederlaandse provìnzie Fraislaand , mit oetzöndern van de Stellenwaarven in zuudoosten , oostelk Kölmerlaand in noordoosten en t Bilt ( olle monden van Middelzee ) in noorden .	2	wordt	worden	AUX		851	855
doc1	2	9	Frais wordt proat op vastelaand van de Nederlaandse provìnzie Fraislaand , mit oetzöndern van de Stellenwaarven in zuudoosten , oostelk Kölmerlaand in noordoosten en t Bilt ( olle monden van Middelzee ) in noorden .	3	proat	spreken	VERB		857	861
doc1	2	9	Frais wordt proat op vastelaand van de Nederlaandse provìnzie Fraislaand , mit oetzöndern van de Stellenwaarven in zuudoosten , oostelk Kölmerlaand in noordoosten en t Bilt ( olle monden van Middelzee ) in noorden .	4	op	op	ADP		863	864
