doc_id	paragraph_id	sentence_id	sentence	token_id	token	lemma	upos	misc	start	end
doc1	2	5	t Wodt binao nich meer snakt , man olle mènzen oet Zèlng , Vlagtwedde en Onstwedde deit dat noch wol .	11	oet	uit	ADP		315	317
doc1	2	5	t Wodt binao nich meer snakt , man olle mènzen oet Zèlng , Vlagtwedde en Onstwedde deit dat noch wol .	12	Zèlng	Zèlng	PROPN		319	323
doc1	2	5	t Wodt binao nich meer snakt , man olle mènzen oet Zèlng , Vlagtwedde en Onstwedde deit dat noch wol .	13	,	,	PUNCT	SpacesAfter=\s\s	324	324
doc1	2	5	t Wodt binao nich meer snakt , man olle mènzen oet Zèlng , Vlagtwedde en Onstwedde deit dat noch wol .	14	Vlagtwedde	Vlagtwet	PROPN		326	335
doc1	2	5	t Wodt binao nich meer snakt , man olle mènzen oet Zèlng , Vlagtwedde en Onstwedde deit dat noch wol .	15	en	en	CCONJ		337	338
doc1	2	5	t Wodt binao nich meer snakt , man olle mènzen oet Zèlng , Vlagtwedde en Onstwedde deit dat noch wol .	16	Onstwedde	Onstwet	PROPN		340	348
doc1	2	5	t Wodt binao nich meer snakt , man olle mènzen oet Zèlng , Vlagtwedde en Onstwedde deit dat noch wol .	17	deit	deien	VERB		350	353
doc1	2	5	t Wodt binao nich meer snakt , man olle mènzen oet Zèlng , Vlagtwedde en Onstwedde deit dat noch wol .	18	dat	dat	PRON		355	357
doc1	2	5	t Wodt binao nich meer snakt , man olle mènzen oet Zèlng , Vlagtwedde en Onstwedde deit dat noch wol .	19	noch	noch	ADP		359	362
doc1	2	5	t Wodt binao nich meer snakt , man olle mènzen oet Zèlng , Vlagtwedde en Onstwedde deit dat noch wol .	20	wol	willen	VERB		364	366
doc1	2	5	t Wodt binao nich meer snakt , man olle mènzen oet Zèlng , Vlagtwedde en Onstwedde deit dat noch wol .	21	.	.	PUNCT	SpacesAfter=\n	367	367
doc1	2	6	Ok in Traopel hef t dialekt noch wat Westerwooldse invlouden , man daor wodt vandaog veelal Veenkeloniaols praot .	1	Ok	Oijk	ADV		369	370
doc1	2	6	Ok in Traopel hef t dialekt noch wat Westerwooldse invlouden , man daor wodt vandaog veelal Veenkeloniaols praot .	2	in	in	ADP		372	373
doc1	2	6	Ok in Traopel hef t dialekt noch wat Westerwooldse invlouden , man daor wodt vandaog veelal Veenkeloniaols praot .	3	Traopel	Traopel	PROPN		375	381
doc1	2	6	Ok in Traopel hef t dialekt noch wat Westerwooldse invlouden , man daor wodt vandaog veelal Veenkeloniaols praot .	4	hef	hjf	AUX		383	385
doc1	2	6	Ok in Traopel hef t dialekt noch wat Westerwooldse invlouden , man daor wodt vandaog veelal Veenkeloniaols praot .	5	t	het	PRON		387	387
doc1	2	6	Ok in Traopel hef t dialekt noch wat Westerwooldse invlouden , man daor wodt vandaog veelal Veenkeloniaols praot .	6	dialekt	dialeken	VERB		389	395
doc1	2	6	Ok in Traopel hef t dialekt noch wat Westerwooldse invlouden , man daor wodt vandaog veelal Veenkeloniaols praot .	7	noch	noch	ADV		397	400
doc1	2	6	Ok in Traopel hef t dialekt noch wat Westerwooldse invlouden , man daor wodt vandaog veelal Veenkeloniaols praot .	8	wat	wat	PRON		402	404
doc1	2	6	Ok in Traopel hef t dialekt noch wat Westerwooldse invlouden , man daor wodt vandaog veelal Veenkeloniaols praot .	9	Westerwooldse	Westerwoolds	ADJ		406	418
doc1	2	6	Ok in Traopel hef t dialekt noch wat Westerwooldse invlouden , man daor wodt vandaog veelal Veenkeloniaols praot .	10	invlouden	invlouden	NOUN		420	428
doc1	2	6	Ok in Traopel hef t dialekt noch wat Westerwooldse invlouden , man daor wodt vandaog veelal Veenkeloniaols praot .	11	,	,	PUNCT	SpacesAfter=\s\s	429	429
doc1	2	6	Ok in Traopel hef t dialekt noch wat Westerwooldse invlouden , man daor wodt vandaog veelal Veenkeloniaols praot .	12	man	man	NOUN		431	433
doc1	2	6	Ok in Traopel hef t dialekt noch wat Westerwooldse invlouden , man daor wodt vandaog veelal Veenkeloniaols praot .	13	daor	daar	ADV		435	438
doc1	2	6	Ok in Traopel hef t dialekt noch wat Westerwooldse invlouden , man daor wodt vandaog veelal Veenkeloniaols praot .	14	wodt	woden	VERB		440	443
doc1	2	6	Ok in Traopel hef t dialekt noch wat Westerwooldse invlouden , man daor wodt vandaog veelal Veenkeloniaols praot .	15	vandaog	vandaog	ADV		445	451
doc1	2	6	Ok in Traopel hef t dialekt noch wat Westerwooldse invlouden , man daor wodt vandaog veelal Veenkeloniaols praot .	16	veelal	veelal	ADJ		453	458
doc1	2	6	Ok in Traopel hef t dialekt noch wat Westerwooldse invlouden , man daor wodt vandaog veelal Veenkeloniaols praot .	17	Veenkeloniaols	Veenkeloniaols	ADJ		460	473
doc1	2	6	Ok in Traopel hef t dialekt noch wat Westerwooldse invlouden , man daor wodt vandaog veelal Veenkeloniaols praot .	18	praot	praot	NOUN		475	479
doc1	2	6	Ok in Traopel hef t dialekt noch wat Westerwooldse invlouden , man daor wodt vandaog veelal Veenkeloniaols praot .	19	.	.	PUNCT	SpacesAfter=\n	480	480
doc1	2	7	Tusken de dialekten in de Westerwooldse dörpen bestaot ok noch weder underscheiden .	1	Tusken	Tusken	ADP		482	487
doc1	2	7	Tusken de dialekten in de Westerwooldse dörpen bestaot ok noch weder underscheiden .	2	de	de	DET		489	490
doc1	2	7	Tusken de dialekten in de Westerwooldse dörpen bestaot ok noch weder underscheiden .	3	dialekten	dialekten	NOUN		492	500
doc1	2	7	Tusken de dialekten in de Westerwooldse dörpen bestaot ok noch weder underscheiden .	4	in	in	ADP		502	503
doc1	2	7	Tusken de dialekten in de Westerwooldse dörpen bestaot ok noch weder underscheiden .	5	de	de	DET		505	506
doc1	2	7	Tusken de dialekten in de Westerwooldse dörpen bestaot ok noch weder underscheiden .	6	Westerwooldse	Westerwooldse	PROPN		508	520
doc1	2	7	Tusken de dialekten in de Westerwooldse dörpen bestaot ok noch weder underscheiden .	7	dörpen	dörpen	VERB		522	527
doc1	2	7	Tusken de dialekten in de Westerwooldse dörpen bestaot ok noch weder underscheiden .	8	bestaot	bestaot	ADJ		529	535
doc1	2	7	Tusken de dialekten in de Westerwooldse dörpen bestaot ok noch weder underscheiden .	9	ok	ok	NOUN		537	538
doc1	2	7	Tusken de dialekten in de Westerwooldse dörpen bestaot ok noch weder underscheiden .	10	noch	noch	ADP		540	543
doc1	2	7	Tusken de dialekten in de Westerwooldse dörpen bestaot ok noch weder underscheiden .	11	weder	weder	DET		545	549
doc1	2	7	Tusken de dialekten in de Westerwooldse dörpen bestaot ok noch weder underscheiden .	12	underscheiden	underscheiden	NOUN		551	563
doc1	2	7	Tusken de dialekten in de Westerwooldse dörpen bestaot ok noch weder underscheiden .	13	.	.	PUNCT	SpacesAfter=\n	564	564
doc1	2	8	t Westerwoolds heft laank bestaon as zulfstandeg dialekt deur zin isoleerde liggen .	1	t	het	DET		566	566
doc1	2	8	t Westerwoolds heft laank bestaon as zulfstandeg dialekt deur zin isoleerde liggen .	2	Westerwoolds	Westerwoolds	PROPN		568	579
doc1	2	8	t Westerwoolds heft laank bestaon as zulfstandeg dialekt deur zin isoleerde liggen .	3	heft	heffen	VERB		581	584
doc1	2	8	t Westerwoolds heft laank bestaon as zulfstandeg dialekt deur zin isoleerde liggen .	4	laank	lang	ADJ		586	590
doc1	2	8	t Westerwoolds heft laank bestaon as zulfstandeg dialekt deur zin isoleerde liggen .	5	bestaon	bestaon	ADJ		592	598
doc1	2	8	t Westerwoolds heft laank bestaon as zulfstandeg dialekt deur zin isoleerde liggen .	6	as	als	SCONJ		600	601
doc1	2	8	t Westerwoolds heft laank bestaon as zulfstandeg dialekt deur zin isoleerde liggen .	7	zulfstandeg	zulfstandig	ADJ		603	613
doc1	2	8	t Westerwoolds heft laank bestaon as zulfstandeg dialekt deur zin isoleerde liggen .	8	dialekt	dialect	VERB		615	621
doc1	2	8	t Westerwoolds heft laank bestaon as zulfstandeg dialekt deur zin isoleerde liggen .	9	deur	door	ADP		623	626
doc1	2	8	t Westerwoolds heft laank bestaon as zulfstandeg dialekt deur zin isoleerde liggen .	10	zin	zin	NOUN		628	630
doc1	2	8	t Westerwoolds heft laank bestaon as zulfstandeg dialekt deur zin isoleerde liggen .	11	isoleerde	isoleeren	VERB		632	640
doc1	2	8	t Westerwoolds heft laank bestaon as zulfstandeg dialekt deur zin isoleerde liggen .	12	liggen	liggen	VERB		642	647
doc1	2	8	t Westerwoolds heft laank bestaon as zulfstandeg dialekt deur zin isoleerde liggen .	13	.	.	PUNCT	SpacesAfter=\n	648	648
doc1	2	9	In de Middeleiwen waar Westerwoolde umrinkt deur t Boertanger Moor .	1	In	in	ADP		650	651
doc1	2	9	In de Middeleiwen waar Westerwoolde umrinkt deur t Boertanger Moor .	2	de	de	DET		653	654
doc1	2	9	In de Middeleiwen waar Westerwoolde umrinkt deur t Boertanger Moor .	3	Middeleiwen	Middeleiw	PROPN		656	666
doc1	2	9	In de Middeleiwen waar Westerwoolde umrinkt deur t Boertanger Moor .	4	waar	waar	CCONJ		668	671
doc1	2	9	In de Middeleiwen waar Westerwoolde umrinkt deur t Boertanger Moor .	5	Westerwoolde	Westerwooud	PROPN		673	684
doc1	2	9	In de Middeleiwen waar Westerwoolde umrinkt deur t Boertanger Moor .	6	umrinkt	umrinken	VERB		686	692
doc1	2	9	In de Middeleiwen waar Westerwoolde umrinkt deur t Boertanger Moor .	7	deur	door	ADP		694	697
doc1	2	9	In de Middeleiwen waar Westerwoolde umrinkt deur t Boertanger Moor .	8	t	het	DET		699	699
doc1	2	9	In de Middeleiwen waar Westerwoolde umrinkt deur t Boertanger Moor .	9	Boertanger	Boertanger	PROPN		701	710
doc1	2	9	In de Middeleiwen waar Westerwoolde umrinkt deur t Boertanger Moor .	10	Moor	Miezen	PROPN		712	715
doc1	2	9	In de Middeleiwen waar Westerwoolde umrinkt deur t Boertanger Moor .	11	.	.	PUNCT	SpacesAfter=\n	716	716
doc1	2	10	t Gaf allendeg twei deurgangen : eine bi Traopel en eine bi Boertang .	1	t	het	PRON		718	718
doc1	2	10	t Gaf allendeg twei deurgangen : eine bi Traopel en eine bi Boertang .	2	Gaf	geven	VERB		720	722
doc1	2	10	t Gaf allendeg twei deurgangen : eine bi Traopel en eine bi Boertang .	3	allendeg	allendeg	ADV		724	731
doc1	2	10	t Gaf allendeg twei deurgangen : eine bi Traopel en eine bi Boertang .	4	twei	twei	ADP		733	736
doc1	2	10	t Gaf allendeg twei deurgangen : eine bi Traopel en eine bi Boertang .	5	deurgangen	deurgang	VERB		738	747
doc1	2	10	t Gaf allendeg twei deurgangen : eine bi Traopel en eine bi Boertang .	6	:	:	PUNCT	SpacesAfter=\s\s	748	748
doc1	2	10	t Gaf allendeg twei deurgangen : eine bi Traopel en eine bi Boertang .	7	eine	eine	ADJ		750	753
doc1	2	10	t Gaf allendeg twei deurgangen : eine bi Traopel en eine bi Boertang .	8	bi	bi	ADJ		755	756
doc1	2	10	t Gaf allendeg twei deurgangen : eine bi Traopel en eine bi Boertang .	9	Traopel	Traopel	NOUN		758	764
doc1	2	10	t Gaf allendeg twei deurgangen : eine bi Traopel en eine bi Boertang .	10	en	en	CCONJ		766	767
doc1	2	10	t Gaf allendeg twei deurgangen : eine bi Traopel en eine bi Boertang .	11	eine	eine	NOUN		769	772
doc1	2	10	t Gaf allendeg twei deurgangen : eine bi Traopel en eine bi Boertang .	12	bi	bi	ADP		774	775
doc1	2	10	t Gaf allendeg twei deurgangen : eine bi Traopel en eine bi Boertang .	13	Boertang	Boertang	PROPN		777	784
doc1	2	10	t Gaf allendeg twei deurgangen : eine bi Traopel en eine bi Boertang .	14	.	.	PUNCT	SpacesAfter=\n	785	785
doc1	2	11	Daordeur is Westerwoolde bit de 17 .	1	Daordeur	doorDaor	PRON		787	794
doc1	2	11	Daordeur is Westerwoolde bit de 17 .	2	is	zijn	AUX		796	797
doc1	2	11	Daordeur is Westerwoolde bit de 17 .	3	Westerwoolde	Westerwooud	PROPN		799	810
doc1	2	11	Daordeur is Westerwoolde bit de 17 .	4	bit	bit	ADP		812	814
doc1	2	11	Daordeur is Westerwoolde bit de 17 .	5	de	de	DET		816	817
doc1	2	11	Daordeur is Westerwoolde bit de 17 .	6	17	17	NUM		819	820
doc1	2	11	Daordeur is Westerwoolde bit de 17 .	7	.	.	PUNCT		821	821
doc1	2	12	eiw immer n appaarte heerlekheid west en heurde bestuurliek doe noch bi Muunster .	1	eiw	eiw	ADV		823	825
doc1	2	12	eiw immer n appaarte heerlekheid west en heurde bestuurliek doe noch bi Muunster .	2	immer	immer	ADV		827	831
doc1	2	12	eiw immer n appaarte heerlekheid west en heurde bestuurliek doe noch bi Muunster .	3	n	een	DET		833	833
doc1	2	12	eiw immer n appaarte heerlekheid west en heurde bestuurliek doe noch bi Muunster .	4	appaarte	appart	ADJ		835	842
doc1	2	12	eiw immer n appaarte heerlekheid west en heurde bestuurliek doe noch bi Muunster .	5	heerlekheid	heerlekheid	NOUN		844	854
doc1	2	12	eiw immer n appaarte heerlekheid west en heurde bestuurliek doe noch bi Muunster .	6	west	zijn	AUX		856	859
doc1	2	12	eiw immer n appaarte heerlekheid west en heurde bestuurliek doe noch bi Muunster .	7	en	en	CCONJ		861	862
doc1	2	12	eiw immer n appaarte heerlekheid west en heurde bestuurliek doe noch bi Muunster .	8	heurde	horen	VERB		864	869
doc1	2	12	eiw immer n appaarte heerlekheid west en heurde bestuurliek doe noch bi Muunster .	9	bestuurliek	bestuurlijk	NOUN		871	881
doc1	2	12	eiw immer n appaarte heerlekheid west en heurde bestuurliek doe noch bi Muunster .	10	doe	jij	PRON		883	885
doc1	2	12	eiw immer n appaarte heerlekheid west en heurde bestuurliek doe noch bi Muunster .	11	noch	noch	ADV		887	890
doc1	2	12	eiw immer n appaarte heerlekheid west en heurde bestuurliek doe noch bi Muunster .	12	bi	bi	ADP		892	893
doc1	2	12	eiw immer n appaarte heerlekheid west en heurde bestuurliek doe noch bi Muunster .	13	Muunster	Muunster	PROPN		895	902
doc1	2	12	eiw immer n appaarte heerlekheid west en heurde bestuurliek doe noch bi Muunster .	14	.	.	PUNCT	SpacesAfter=\n	903	903
doc1	2	13	Tegenwoordeg wodt Westerwoolds zein as n Grönnegs dialekt , wiel t haost nich meer snakt wodt .	1	Tegenwoordeg	tegenwoordig	ADJ		905	916
doc1	2	13	Tegenwoordeg wodt Westerwoolds zein as n Grönnegs dialekt , wiel t haost nich meer snakt wodt .	2	wodt	woden	NOUN		918	921
doc1	2	13	Tegenwoordeg wodt Westerwoolds zein as n Grönnegs dialekt , wiel t haost nich meer snakt wodt .	3	Westerwoolds	Westerwoold	PROPN		923	934
doc1	2	13	Tegenwoordeg wodt Westerwoolds zein as n Grönnegs dialekt , wiel t haost nich meer snakt wodt .	4	zein	zein	VERB		936	939
doc1	2	13	Tegenwoordeg wodt Westerwoolds zein as n Grönnegs dialekt , wiel t haost nich meer snakt wodt .	5	as	als	SCONJ		941	942
doc1	2	13	Tegenwoordeg wodt Westerwoolds zein as n Grönnegs dialekt , wiel t haost nich meer snakt wodt .	6	n	een	DET		944	944
doc1	2	13	Tegenwoordeg wodt Westerwoolds zein as n Grönnegs dialekt , wiel t haost nich meer snakt wodt .	7	Grönnegs	Grönnegs	PROPN		946	953
doc1	2	13	Tegenwoordeg wodt Westerwoolds zein as n Grönnegs dialekt , wiel t haost nich meer snakt wodt .	8	dialekt	dialeken	VERB		955	961
doc1	2	13	Tegenwoordeg wodt Westerwoolds zein as n Grönnegs dialekt , wiel t haost nich meer snakt wodt .	9	,	,	PUNCT	SpacesAfter=\s\s	962	962
doc1	2	13	Tegenwoordeg wodt Westerwoolds zein as n Grönnegs dialekt , wiel t haost nich meer snakt wodt .	10	wiel	wijl	AUX		964	967
doc1	2	13	Tegenwoordeg wodt Westerwoolds zein as n Grönnegs dialekt , wiel t haost nich meer snakt wodt .	11	t	het	PRON		969	969
doc1	2	13	Tegenwoordeg wodt Westerwoolds zein as n Grönnegs dialekt , wiel t haost nich meer snakt wodt .	12	haost	haost	VERB		971	975
doc1	2	13	Tegenwoordeg wodt Westerwoolds zein as n Grönnegs dialekt , wiel t haost nich meer snakt wodt .	13	nich	nich	ADV		977	980
doc1	2	13	Tegenwoordeg wodt Westerwoolds zein as n Grönnegs dialekt , wiel t haost nich meer snakt wodt .	14	meer	veel	ADV		982	985
doc1	2	13	Tegenwoordeg wodt Westerwoolds zein as n Grönnegs dialekt , wiel t haost nich meer snakt wodt .	15	snakt	snakken	VERB		987	991
doc1	2	13	Tegenwoordeg wodt Westerwoolds zein as n Grönnegs dialekt , wiel t haost nich meer snakt wodt .	16	wodt	woden	AUX		993	996
doc1	2	13	Tegenwoordeg wodt Westerwoolds zein as n Grönnegs dialekt , wiel t haost nich meer snakt wodt .	17	.	.	PUNCT	SpacesAfter=\n	997	997
doc1	2	14	In tegenstellen tou de annere Grönnegse dialekten , is t Westerwoolds nich deur t Freis beinvloud .	1	In	in	ADP		999	1000
doc1	2	14	In tegenstellen tou de annere Grönnegse dialekten , is t Westerwoolds nich deur t Freis beinvloud .	2	tegenstellen	tegenstelling	VERB		1002	1013
doc1	2	14	In tegenstellen tou de annere Grönnegse dialekten , is t Westerwoolds nich deur t Freis beinvloud .	3	tou	toe	ADP		1015	1017
doc1	2	14	In tegenstellen tou de annere Grönnegse dialekten , is t Westerwoolds nich deur t Freis beinvloud .	4	de	de	DET		1019	1020
doc1	2	14	In tegenstellen tou de annere Grönnegse dialekten , is t Westerwoolds nich deur t Freis beinvloud .	5	annere	nner	ADJ		1022	1027
doc1	2	14	In tegenstellen tou de annere Grönnegse dialekten , is t Westerwoolds nich deur t Freis beinvloud .	6	Grönnegse	Gronings	NOUN		1029	1037
doc1	2	14	In tegenstellen tou de annere Grönnegse dialekten , is t Westerwoolds nich deur t Freis beinvloud .	7	dialekten	dialekten	VERB		1039	1047
doc1	2	14	In tegenstellen tou de annere Grönnegse dialekten , is t Westerwoolds nich deur t Freis beinvloud .	8	,	,	PUNCT	SpacesAfter=\s\s	1048	1048
doc1	2	14	In tegenstellen tou de annere Grönnegse dialekten , is t Westerwoolds nich deur t Freis beinvloud .	9	is	zijn	AUX		1050	1051
doc1	2	14	In tegenstellen tou de annere Grönnegse dialekten , is t Westerwoolds nich deur t Freis beinvloud .	10	t	het	DET		1053	1053
doc1	2	14	In tegenstellen tou de annere Grönnegse dialekten , is t Westerwoolds nich deur t Freis beinvloud .	11	Westerwoolds	Westerwoolds	PROPN		1055	1066
doc1	2	14	In tegenstellen tou de annere Grönnegse dialekten , is t Westerwoolds nich deur t Freis beinvloud .	12	nich	nich	ADV		1068	1071
doc1	2	14	In tegenstellen tou de annere Grönnegse dialekten , is t Westerwoolds nich deur t Freis beinvloud .	13	deur	door	ADP		1073	1076
doc1	2	14	In tegenstellen tou de annere Grönnegse dialekten , is t Westerwoolds nich deur t Freis beinvloud .	14	t	het	DET		1078	1078
doc1	2	14	In tegenstellen tou de annere Grönnegse dialekten , is t Westerwoolds nich deur t Freis beinvloud .	15	Freis	Freis	PROPN		1080	1084
